,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,8-Sep,1:00PM ET,boxscore,W,,Jan-00,,Atlanta Falcons,28,12,18,269,97,172,,27,345,272,73,3,11.05,1.83,4.34
2,Sun,15-Sep,1:00PM ET,boxscore,L,,1-Jan,@,Green Bay Packers,16,21,15,421,223,198,4,20,335,191,144,2,-6.94,7.02,-5.3
3,Sun,22-Sep,1:00PM ET,boxscore,W,,1-Feb,,Oakland Raiders,34,14,23,385,174,211,,17,302,214,88,1,20.43,-1.77,0.15
4,Sun,29-Sep,4:25PM ET,boxscore,L,,2-Feb,@,Chicago Bears,6,16,15,222,182,40,2,17,269,197,72,,-10.79,2.85,-1.53
5,Sun,6-Oct,1:00PM ET,boxscore,W,,2-Mar,@,New York Giants,28,10,22,490,279,211,1,18,211,147,64,1,16.93,8.73,-0.4
6,Sun,13-Oct,1:00PM ET,boxscore,W,,2-Apr,,Philadelphia Eagles,38,20,26,447,325,122,2,19,400,292,108,3,17.04,-2.18,-0.52
7,Sun,20-Oct,1:00PM ET,boxscore,W,,2-May,@,Detroit Lions,42,30,32,504,338,166,,26,433,352,81,1,35.6,-18.28,-2.59
8,Thu,24-Oct,8:20PM ET,boxscore,W,,2-Jun,,Washington Redskins,19,9,22,434,273,161,1,14,216,131,85,2,6.29,5.06,-2.48
9,Sun,3-Nov,1:00PM ET,boxscore,L,,3-Jun,@,Kansas City Chiefs,23,26,17,308,212,96,,17,377,230,147,1,3.06,-7.56,0.23
10,Sun,10-Nov,8:20PM ET,boxscore,W,,3-Jul,@,Dallas Cowboys,28,24,27,364,211,153,,24,443,393,50,1,18.73,-18.62,2.89
11,Sun,17-Nov,1:00PM ET,boxscore,W,,3-Aug,,Denver Broncos,27,23,19,321,284,37,2,20,394,270,124,1,8.51,-4.61,-2.33
12,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
13,Mon,2-Dec,8:15PM ET,boxscore,L,,4-Aug,@,Seattle Seahawks,30,37,17,354,276,78,3,24,444,226,218,2,6.46,-5.79,-10.5
14,Sun,8-Dec,1:00PM ET,boxscore,W,,4-Sep,,Detroit Lions,20,7,22,354,234,120,,18,231,161,70,2,3.77,7.27,-0.3
15,Sun,15-Dec,4:05PM ET,boxscore,W,,4-Oct,@,Los Angeles Chargers,39,10,18,344,207,137,1,17,345,283,62,7,5.27,20.63,-0.79
16,Mon,23-Dec,8:15PM ET,boxscore,L,,5-Oct,,Green Bay Packers,10,23,7,139,82,57,1,22,383,199,184,3,-25.86,5.18,6.94
17,Sun,29-Dec,1:00PM ET,boxscore,L,,6-Oct,,Chicago Bears,19,21,14,300,126,174,3,24,337,179,158,1,2.15,-1.26,1.08
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sun,5-Jan,1:05PM ET,boxscore,W,OT,6-Nov,@,New Orleans Saints,26,20,22,362,226,136,1,19,324,227,97,2,3.22,-1.72,3.43
Division,Sat,11-Jan,4:35PM ET,boxscore,L,,7-Nov,@,San Francisco 49ers,10,27,7,147,126,21,2,21,308,122,186,2,-16.91,-0.66,0.78
