,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,9-Sep,7:10PM ET,boxscore,L,,0-1,@,New Orleans Saints,28,30,22,414,234,180,1,25,510,362,148,1,19.6,-23.59,0.06
2,Sun,15-Sep,1:00PM ET,boxscore,W,,1-Jan,,Jacksonville Jaguars,13,12,17,263,137,126,,16,281,178,103,1,-2.3,7.19,-1.18
3,Sun,22-Sep,4:25PM ET,boxscore,W,,1-Feb,@,Los Angeles Chargers,27,20,20,376,337,39,1,22,366,293,73,1,16.39,-6.08,-1.94
4,Sun,29-Sep,1:00PM ET,boxscore,L,,2-Feb,,Carolina Panthers,10,16,18,264,128,136,2,19,297,203,94,3,-9.25,5.69,1.44
5,Sun,6-Oct,1:00PM ET,boxscore,W,,2-Mar,,Atlanta Falcons,53,32,31,592,426,166,1,22,373,316,57,1,40.69,-6.4,-9.43
6,Sun,13-Oct,1:00PM ET,boxscore,W,,2-Apr,@,Kansas City Chiefs,31,24,35,472,280,192,3,20,309,256,53,2,16.92,-6.1,-1.87
7,Sun,20-Oct,1:00PM ET,boxscore,L,,3-Apr,@,Indianapolis Colts,23,30,21,391,291,100,2,23,383,321,62,1,1.33,-8.42,-0.23
8,Sun,27-Oct,4:25PM ET,boxscore,W,,3-May,,Oakland Raiders,27,24,29,388,258,130,,15,378,285,93,,14.69,-11.28,-1.22
9,Sun,3-Nov,9:30AM ET,boxscore,W,,3-Jun,@,Jacksonville Jaguars,26,3,21,410,194,216,1,21,356,282,74,4,8.05,12.02,-0.32
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,17-Nov,1:00PM ET,boxscore,L,,4-Jun,@,Baltimore Ravens,7,41,16,232,110,122,2,25,491,235,256,,-13.24,-31.56,6.15
12,Thu,21-Nov,8:20PM ET,boxscore,W,,4-Jul,,Indianapolis Colts,20,17,16,396,297,99,1,19,296,121,175,,8.75,-3.31,-0.17
13,Sun,1-Dec,8:20PM ET,boxscore,W,,4-Aug,,New England Patriots,28,22,16,276,224,52,,29,448,303,145,1,10.32,-9.51,6.77
14,Sun,8-Dec,1:00PM ET,boxscore,L,,5-Aug,,Denver Broncos,24,38,26,414,280,134,3,22,391,301,90,1,1.1,-18.37,3.75
15,Sun,15-Dec,1:00PM ET,boxscore,W,,5-Sep,@,Tennessee Titans,24,21,23,374,234,140,2,24,432,269,163,1,9.03,-9.37,6.55
16,Sat,21-Dec,1:00PM ET,boxscore,W,,5-Oct,@,Tampa Bay Buccaneers,23,20,15,229,161,68,2,19,435,329,106,5,-13.02,8.4,7.92
17,Sun,29-Dec,4:25PM ET,boxscore,L,,6-Oct,,Tennessee Titans,14,35,20,301,192,109,1,25,467,222,245,,1.54,-27.49,6.36
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sat,4-Jan,4:35PM ET,boxscore,W,OT,6-Nov,,Buffalo Bills,22,19,19,360,219,141,1,24,425,253,172,1,2.61,1.04,-1.38
Division,Sun,12-Jan,3:05PM ET,boxscore,L,,7-Nov,@,Kansas City Chiefs,31,51,23,442,348,94,1,29,434,316,118,1,5.46,-28.73,6.77
